"Country or Area","Year","Area","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Israel","1994","Total","Data tabulated by year of occurrence","Final figure, complete","1996","8232","31"
"Israel","1993","Total","Data tabulated by year of occurrence","Final figure, complete","1995","7324","31"
"Israel","1992","Total","Data tabulated by year of occurrence","Final figure, complete","1993","7029","31"
"Israel","1991","Total","Data tabulated by year of occurrence","Final figure, complete","1993","6291","31"
"Israel","1990","Total","Data tabulated by year of occurrence","Final figure, complete","1993","6325","31"
"Israel","1989","Total","Data tabulated by year of occurrence","Final figure, complete","1991","5829","19,31"
"Israel","1989","Urban","Data tabulated by year of occurrence","Final figure, complete","1991","5127","31"
"Israel","1989","Rural","Data tabulated by year of occurrence","Final figure, complete","1991","416","31"
"Israel","1988","Total","Data tabulated by year of occurrence","Final figure, complete","1989","5592","31"
"Israel","1987","Total","Data tabulated by year of occurrence","Final figure, complete","1988","5218","19,31"
"Israel","1987","Urban","Data tabulated by year of occurrence","Final figure, complete","1988","4539","31"
"Israel","1987","Rural","Data tabulated by year of occurrence","Final figure, complete","1988","420","31"
"Israel","1986","Total","Data tabulated by year of occurrence","Final figure, complete","1986","5086","31"
"Israel","1985","Total","Data tabulated by year of occurrence","Final figure, complete","1986","4911","19,31"
"Israel","1985","Urban","Data tabulated by year of occurrence","Final figure, complete","1986","4322","31"
"Israel","1985","Rural","Data tabulated by year of occurrence","Final figure, complete","1986","372","31"
"Israel","1984","Total","Data tabulated by year of occurrence","Final figure, complete","1985","4834","19,31"
"Israel","1984","Urban","Data tabulated by year of occurrence","Final figure, complete","1985","4309","31"
"Israel","1984","Rural","Data tabulated by year of occurrence","Final figure, complete","1985","320","31"
"Israel","1983","Total","Data tabulated by year of occurrence","Final figure, complete","1984","5061","31"
"Israel","1982","Total","Data tabulated by year of occurrence","Final figure, complete","1984","4691","31"
"Israel","1981","Total","Data tabulated by year of occurrence","Final figure, complete","1982","4629","31"
"Israel","1980","Total","Data tabulated by year of occurrence","Final figure, complete","1981","4439","31"
"Israel","1979","Total","Data tabulated by year of occurrence","Final figure, complete","1980","4196","31"
"Israel","1978","Total","Data tabulated by year of occurrence","Final figure, complete","1979","3917","31"
"Israel","1977","Total","Data tabulated by year of occurrence","Final figure, complete","1979","3691","19,31"
"Israel","1977","Urban","Data tabulated by year of occurrence","Final figure, complete","1978","3194","31"
"Israel","1977","Rural","Data tabulated by year of occurrence","Final figure, complete","1978","327","31"
"Israel","1976","Total","Data tabulated by year of occurrence","Final figure, complete","1978","3287","31"
"Israel","1975","Total","Data tabulated by year of occurrence","Final figure, complete","1976","3100","31"
"Israel","1974","Total","Data tabulated by year of occurrence","Final figure, complete","1975","2771","31"
"Israel","1973","Total","Data tabulated by year of occurrence","Final figure, complete","1974","2672","19,31"
"Israel","1973","Urban","Data tabulated by year of occurrence","Final figure, complete","1974","2225","31"
"Israel","1973","Rural","Data tabulated by year of occurrence","Final figure, complete","1974","290","31"
"Israel","1972","Total","Data tabulated by year of occurrence","Final figure, complete","1973","2665","19,31"
"Israel","1972","Urban","Data tabulated by year of occurrence","Final figure, complete","1973","2204","31"
"Israel","1972","Rural","Data tabulated by year of occurrence","Final figure, complete","1973","300","31"
"Israel","1971","Total","Data tabulated by year of occurrence","Final figure, complete","1973","2486","19,31"
"Israel","1971","Urban","Data tabulated by year of occurrence","Final figure, complete","1973","2094","31"
"Israel","1971","Rural","Data tabulated by year of occurrence","Final figure, complete","1973","254","31"
"Israel","1970","Total","Data tabulated by year of occurrence","Final figure, complete","1976","2442","31"
"Israel","1969","Total","Data tabulated by year of occurrence","Final figure, complete","1971","2356","19,31"
"Israel","1969","Urban","Data tabulated by year of occurrence","Final figure, complete","1971","1986","31"
"Israel","1969","Rural","Data tabulated by year of occurrence","Final figure, complete","1970","230","31"
"Israel","1968","Total","Data tabulated by year of occurrence","Final figure, complete","1970","2381","19,31"
"Israel","1968","Urban","Data tabulated by year of occurrence","Final figure, complete","1970","2001","31"
"Israel","1968","Rural","Data tabulated by year of occurrence","Final figure, complete","1968","223","31"
"Israel","1967","Total","Data tabulated by year of occurrence","Final figure, complete","1969","2142","19,31"
"Israel","1967","Urban","Data tabulated by year of occurrence","Final figure, complete","1968","1778","31"
"Israel","1967","Rural","Data tabulated by year of occurrence","Final figure, complete","1968","209","31"
"Israel","1966","Total","Data tabulated by year of occurrence","Final figure, complete","1968","2237","19"
"Israel","1966","Urban","Data tabulated by year of occurrence","Final figure, complete","1968","1873",""
"Israel","1966","Rural","Data tabulated by year of occurrence","Final figure, complete","1968","195",""
"Israel","1965","Total","Data tabulated by year of occurrence","Final figure, complete","1967","2303",""
"Israel","1964","Total","Data tabulated by year of occurrence","Final figure, complete","1966","2213",""
"Israel","1963","Total","Data tabulated by year of occurrence","Final figure, complete","1966","2253",""
"Israel","1962","Total","Data tabulated by year of occurrence","Final figure, complete","1966","2116",""
"Israel","1961","Total","Data tabulated by year of occurrence","Final figure, complete","1964","2023",""
"Israel","1960","Total","Data tabulated by year of occurrence","Final figure, complete","1976","2210",""
"Israel","1959","Total","Data tabulated by year of occurrence","Final figure, complete","1963","2137",""
"Israel","1958","Total","Data tabulated by year of occurrence","Final figure, complete","1963","2267",""
"Israel","1957","Total","Data tabulated by year of occurrence","Final figure, complete","1963","2203",""
"Israel","1956","Total","Data tabulated by year of occurrence","Final figure, complete","1963","2070","32"
"Israel","1955","Total","Data tabulated by year of occurrence","Final figure, complete","1963","2156","32"
"Israel","1954","Total","Data tabulated by year of occurrence","Final figure, complete","1963","2268","32"
"Israel","1953","Total","Data tabulated by year of occurrence","Final figure, complete","1960","2441","32"
"Israel","1952","Total","Data tabulated by year of occurrence","Final figure, complete","1960","2579","32"
"Israel","1951","Total","Data tabulated by year of occurrence","Final figure, complete","1960","2517","32"
"Italy","2019","Total","Data tabulated by year of occurrence","Final figure, complete","2020","85349",""
"Italy","2018","Total","Data tabulated by year of occurrence","Final figure, complete","2019","88458",""
"Italy","2017","Total","Data tabulated by year of occurrence","Final figure, complete","2019","91629",""
"Italy","2016","Total","Data tabulated by year of occurrence","Final figure, complete","2017","99071",""
"Italy","2015","Total","Data tabulated by year of occurrence","Final figure, complete","2017","82469",""
"Italy","2014","Total","Data tabulated by year of occurrence","Final figure, complete","2015","52355",""
"Italy","2013","Total","Data tabulated by year of occurrence","Final figure, complete","2015","52943",""
"Italy","2012","Total","Data tabulated by year of occurrence","Final figure, complete","2014","51319",""
"Italy","2011","Total","Data tabulated by year of occurrence","Final figure, complete","2013","53806",""
"Italy","2010","Total","Data tabulated by year of occurrence","Final figure, complete","2012","54160",""
"Italy","2009","Total","Data tabulated by year of occurrence","Final figure, complete","2012","54456",""
"Italy","2008","Total","Data tabulated by year of occurrence","Final figure, complete","2012","54351",""
"Italy","2007","Total","Data tabulated by year of occurrence","Final figure, complete","2012","50669",""
"Italy","2006","Total","Data tabulated by year of occurrence","Final figure, complete","2012","49534",""
"Italy","2005","Total","Data tabulated by year of occurrence","Final figure, complete","2012","47306",""
"Italy","2004","Total","Data tabulated by year of occurrence","Final figure, complete","2012","45097",""
"Italy","2003","Total","Data tabulated by year of occurrence","Final figure, complete","2012","43856",""
"Italy","2002","Total","Data tabulated by year of occurrence","Final figure, complete","2012","41835",""
"Italy","2001","Total","Data tabulated by year of occurrence","Final figure, complete","2012","40051",""
"Italy","2000","Total","Data tabulated by year of occurrence","Final figure, complete","2009","37573",""
"Italy","1999","Total","Data tabulated by year of occurrence","Final figure, complete","2009","34341",""
"Italy","1998","Total","Data tabulated by year of occurrence","Final figure, complete","2009","33510",""
"Italy","1997","Total","Data tabulated by year of occurrence","Final figure, complete","2001","33342",""
"Italy","1996","Total","Data tabulated by year of occurrence","Final figure, complete","2001","32717",""
"Italy","1995","Total","Data tabulated by year of occurrence","Final figure, complete","1996","27038",""
"Italy","1994","Total","Data tabulated by year of occurrence","Final figure, complete","1995","27510",""
"Italy","1993","Total","Data tabulated by year of occurrence","Final figure, complete","1995","23863",""
"Italy","1992","Total","Data tabulated by year of occurrence","Final figure, complete","1995","25997",""
"Italy","1991","Total","Data tabulated by year of occurrence","Final figure, complete","1995","27350",""
"Italy","1990","Total","Data tabulated by year of occurrence","Final figure, complete","1991","27682",""
"Italy","1989","Total","Data tabulated by year of occurrence","Final figure, complete","1990","30314",""
"Italy","1988","Total","Data tabulated by year of occurrence","Final figure, complete","1988","25092",""
"Italy","1987","Total","Data tabulated by year of occurrence","Final figure, complete","1988","27072",""
"Italy","1986","Total","Data tabulated by year of occurrence","Final figure, complete","1988","16857",""
"Italy","1985","Total","Data tabulated by year of occurrence","Final figure, complete","1987","15650",""
"Italy","1984","Total","Data tabulated by year of occurrence","Final figure, complete","1985","15065",""
"Italy","1983","Total","Data tabulated by year of occurrence","Final figure, complete","1985","13626",""
"Italy","1982","Total","Data tabulated by year of occurrence","Final figure, complete","1983","14640",""
"Italy","1981","Total","Data tabulated by year of occurrence","Final figure, complete","1982","12606",""
"Italy","1980","Total","Data tabulated by year of occurrence","Final figure, complete","1982","11844",""
"Jamaica","2018","Total","Data tabulated by year of registration","Final figure, complete","2019","3402",""
"Jamaica","2017","Total","Data tabulated by year of registration","Final figure, complete","2019","2882",""
"Jamaica","2016","Total","Data tabulated by year of registration","Final figure, complete","2018","2146",""
"Jamaica","2015","Total","Data tabulated by year of registration","Final figure, complete","2018","1734",""
"Jamaica","2014","Total","Data tabulated by year of registration","Final figure, complete","2016","1744",""
"Jamaica","2013","Total","Data tabulated by year of registration","Final figure, complete","2016","2410",""
"Jamaica","2012","Total","Data tabulated by year of registration","Final figure, complete","2013","2409",""
"Jamaica","2011","Total","Data tabulated by year of registration","Final figure, complete","2012","1960",""
"Jamaica","2010","Total","Data tabulated by year of registration","Final figure, complete","2011","2371",""
"Jamaica","2009","Total","Data tabulated by year of registration","Final figure, complete","2011","1853",""
"Jamaica","2008","Total","Data tabulated by year of registration","Final figure, complete","2011","1654",""
"Jamaica","2007","Total","Data tabulated by year of registration","Final figure, complete","2008","1140","33"
"Jamaica","2006","Total","Data tabulated by year of registration","Final figure, complete","2007","1768",""
"Jamaica","2005","Total","Data tabulated by year of occurrence","Final figure, complete","2007","1806",""
"Jamaica","2004","Total","Data tabulated by year of occurrence","Final figure, complete","2005","1739",""
"Jamaica","2003","Total","Data tabulated by year of occurrence","Final figure, complete","2004","1600",""
"Jamaica","2002","Total","Data tabulated by year of occurrence","Final figure, complete","2004","1745",""
"Jamaica","2001","Total","Data tabulated by year of occurrence","Final figure, complete","2004","1691",""
"Jamaica","2000","Total","Data tabulated by year of occurrence","Final figure, complete","2004","1106",""
"Jamaica","1999","Total","Data tabulated by year of occurrence","Final figure, complete","2000","1131",""
"Jamaica","1998","Total","Data tabulated by year of occurrence","Final figure, complete","2000","1420",""
"Jamaica","1997","Total","Data tabulated by year of occurrence","Final figure, complete","2000","1266",""
"Jamaica","1996","Total","Data tabulated by year of occurrence","Final figure, complete","2000","1391",""
"Jamaica","1995","Total","Data tabulated by year of occurrence","Final figure, complete","2000","1332",""
"Jamaica","1994","Total","Data tabulated by year of occurrence","Final figure, complete","1999","1343",""
"Jamaica","1993","Total","Data tabulated by year of occurrence","Final figure, complete","1997","1439",""
"Jamaica","1992","Total","Data tabulated by year of occurrence","Final figure, complete","1997","1454",""
"Jamaica","1991","Total","Data tabulated by year of occurrence","Final figure, complete","1997","1413",""
"Jamaica","1990","Total","Data tabulated by year of occurrence","Final figure, complete","1990","823",""
"Jamaica","1989","Total","Data tabulated by year of occurrence","Final figure, complete","1997","672",""
"Jamaica","1988","Total","Data tabulated by year of occurrence","Final figure, complete","1997","863",""
"Jamaica","1987","Total","Data tabulated by year of occurrence","Final figure, complete","1997","920",""
"Jamaica","1985","Total","Data tabulated by year of occurrence","Final figure, complete","1987","873",""
"Jamaica","1984","Total","Data tabulated by year of occurrence","Final figure, complete","1987","738",""
"Jamaica","1983","Total","Data tabulated by year of occurrence","Final figure, complete","1987","664",""
"Jamaica","1982","Total","Data tabulated by year of occurrence","Final figure, complete","1987","495",""
"Jamaica","1981","Total","Data tabulated by year of occurrence","Final figure, complete","1987","599",""
"Jamaica","1980","Total","Data tabulated by year of occurrence","Final figure, complete","1987","768",""
"Jamaica","1979","Total","Data tabulated by year of occurrence","Final figure, complete","1987","756",""
"Jamaica","1978","Total","Data tabulated by year of occurrence","Final figure, complete","1987","748",""
"Jamaica","1977","Total","Data tabulated by year of occurrence","Final figure, complete","1987","674",""
"Jamaica","1976","Total","Data tabulated by year of occurrence","Final figure, complete","1987","652",""
"Jamaica","1975","Total","Data tabulated by year of occurrence","Final figure, complete","1987","688",""
"Jamaica","1974","Total","Data tabulated by year of occurrence","Final figure, complete","1987","740",""
"Jamaica","1973","Total","Data tabulated by year of occurrence","Final figure, complete","1987","644",""
"Jamaica","1972","Total","Data tabulated by year of occurrence","Final figure, complete","1987","598",""
"Jamaica","1971","Total","Data tabulated by year of occurrence","Final figure, complete","1987","528",""
"Jamaica","1970","Total","Data tabulated by year of occurrence","Final figure, complete","1976","555",""
"Jamaica","1969","Total","Data tabulated by year of occurrence","Final figure, complete","1974","615",""
"Jamaica","1968","Total","Data tabulated by year of occurrence","Final figure, complete","1973","623",""
"Jamaica","1967","Total","Data tabulated by year of occurrence","Final figure, complete","1971","678",""
"Jamaica","1966","Total","Data tabulated by year of occurrence","Final figure, complete","1976","663",""
"Jamaica","1965","Total","Data tabulated by year of occurrence","Final figure, complete","1966","683",""
"Jamaica","1964","Total","Data tabulated by year of occurrence","Final figure, complete","1966","674",""
"Jamaica","1963","Total","Data tabulated by year of occurrence","Final figure, complete","1966","554",""
"Jamaica","1962","Total","Data tabulated by year of occurrence","Final figure, complete","1966","455",""
"Jamaica","1961","Total","Data tabulated by year of occurrence","Final figure, complete","1964","543",""
"Jamaica","1960","Total","Data tabulated by year of occurrence","Final figure, complete","1964","498",""
"Jamaica","1959","Total","Data tabulated by year of occurrence","Final figure, complete","1964","525",""
"Jamaica","1958","Total","Data tabulated by year of occurrence","Final figure, complete","1963","451",""
"Jamaica","1957","Total","Data tabulated by year of occurrence","Final figure, complete","1963","378",""
"Jamaica","1956","Total","Data tabulated by year of occurrence","Final figure, complete","1963","431",""
"Jamaica","1955","Total","Data tabulated by year of occurrence","Final figure, complete","1963","375",""
"Jamaica","1954","Total","Data tabulated by year of occurrence","Final figure, complete","1963","325",""
"Jamaica","1953","Total","Data tabulated by year of occurrence","Final figure, complete","1960","237",""
"Jamaica","1952","Total","Data tabulated by year of occurrence","Final figure, complete","1960","172",""
"Jamaica","1951","Total","Data tabulated by year of occurrence","Final figure, complete","1960","189",""
"Jamaica","1950","Total","Data tabulated by year of occurrence","Final figure, complete","1960","163",""
"Jamaica","1949","Total","Data tabulated by year of occurrence","Final figure, complete","1952","207",""
"Jamaica","1948","Total","Data tabulated by year of occurrence","Final figure, complete","1952","216",""
"Japan","2019","Total","Data tabulated by year of registration","Final figure, complete","2021","208496","34"
"Japan","2019","Urban","Data tabulated by year of registration","Final figure, complete","2021","192071","34"
"Japan","2019","Rural","Data tabulated by year of registration","Final figure, complete","2021","16425","34"
"Japan","2018","Total","Data tabulated by year of registration","Final figure, complete","2021","208333","34"
"Japan","2018","Urban","Data tabulated by year of registration","Final figure, complete","2021","191941","34"
"Japan","2018","Rural","Data tabulated by year of registration","Final figure, complete","2021","16392","34"
"Japan","2017","Total","Data tabulated by year of registration","Final figure, complete","2021","212296","34"
"Japan","2017","Urban","Data tabulated by year of registration","Final figure, complete","2021","195540","34"
"Japan","2017","Rural","Data tabulated by year of registration","Final figure, complete","2021","16756","34"
"Japan","2016","Total","Data tabulated by year of registration","Final figure, complete","2021","216856","34"
"Japan","2016","Urban","Data tabulated by year of registration","Final figure, complete","2021","199614","34"
"Japan","2016","Rural","Data tabulated by year of registration","Final figure, complete","2021","17242","34"
"Japan","2015","Total","Data tabulated by year of registration","Final figure, complete","2021","226238","34"
"Japan","2015","Urban","Data tabulated by year of registration","Final figure, complete","2021","208194","34"
"Japan","2015","Rural","Data tabulated by year of registration","Final figure, complete","2021","18044","34"
"Japan","2014","Total","Data tabulated by year of registration","Final figure, complete","2021","222115","34"
"Japan","2014","Urban","Data tabulated by year of registration","Final figure, complete","2021","204358","34"
"Japan","2014","Rural","Data tabulated by year of registration","Final figure, complete","2021","17757","34"
"Japan","2013","Total","Data tabulated by year of registration","Final figure, complete","2021","231385","34"
"Japan","2013","Urban","Data tabulated by year of registration","Final figure, complete","2021","212846","34"
"Japan","2013","Rural","Data tabulated by year of registration","Final figure, complete","2021","18539","34"
"Japan","2012","Total","Data tabulated by year of registration","Final figure, complete","2021","235407","34"
"Japan","2012","Urban","Data tabulated by year of registration","Final figure, complete","2021","216322","34"
"Japan","2012","Rural","Data tabulated by year of registration","Final figure, complete","2021","19085","34"
"Japan","2011","Total","Data tabulated by year of registration","Final figure, complete","2021","235720","34"
"Japan","2011","Urban","Data tabulated by year of registration","Final figure, complete","2021","216337","34"
"Japan","2011","Rural","Data tabulated by year of registration","Final figure, complete","2021","19383","34"
"Japan","2010","Total","Data tabulated by year of registration","Final figure, complete","2021","251379","34"
"Japan","2010","Urban","Data tabulated by year of registration","Final figure, complete","2021","230065","34"
"Japan","2010","Rural","Data tabulated by year of registration","Final figure, complete","2021","21314","34"
"Japan","2009","Total","Data tabulated by year of registration","Final figure, complete","2011","253353","34"
"Japan","2009","Urban","Data tabulated by year of registration","Final figure, complete","2011","230655","34"
"Japan","2009","Rural","Data tabulated by year of registration","Final figure, complete","2011","22698","34"
"Japan","2008","Total","Data tabulated by year of registration","Final figure, complete","2009","251136","34"
"Japan","2008","Urban","Data tabulated by year of registration","Final figure, complete","2009","228233","34"
"Japan","2008","Rural","Data tabulated by year of registration","Final figure, complete","2009","22903","34"
"Japan","2007","Total","Data tabulated by year of registration","Final figure, complete","2008","254832","34"
"Japan","2007","Urban","Data tabulated by year of registration","Final figure, complete","2008","231106","34"
"Japan","2007","Rural","Data tabulated by year of registration","Final figure, complete","2008","23726","34"
"Japan","2006","Total","Data tabulated by year of registration","Final figure, complete","2007","257475","34"
"Japan","2006","Urban","Data tabulated by year of registration","Final figure, complete","2007","232234","34"
"Japan","2006","Rural","Data tabulated by year of registration","Final figure, complete","2007","25241","34"
"Japan","2005","Total","Data tabulated by year of registration","Final figure, complete","2007","261917","34"
"Japan","2005","Urban","Data tabulated by year of registration","Final figure, complete","2007","227275","34"
"Japan","2005","Rural","Data tabulated by year of registration","Final figure, complete","2007","34642","34"
"Japan","2004","Total","Data tabulated by year of registration","Final figure, complete","2007","270804","34"
"Japan","2004","Urban","Data tabulated by year of registration","Final figure, complete","2007","224699","34"
"Japan","2004","Rural","Data tabulated by year of registration","Final figure, complete","2007","46105","34"
"Japan","2003","Total","Data tabulated by year of registration","Final figure, complete","2007","283854","34"
"Japan","2003","Urban","Data tabulated by year of registration","Final figure, complete","2007","234304","34"
"Japan","2003","Rural","Data tabulated by year of registration","Final figure, complete","2007","49550","34"
"Japan","2002","Total","Data tabulated by year of registration","Final figure, complete","2007","289836","34"
"Japan","2002","Urban","Data tabulated by year of registration","Final figure, complete","2007","238811","34"
"Japan","2002","Rural","Data tabulated by year of registration","Final figure, complete","2007","51025","34"
"Japan","2001","Total","Data tabulated by year of registration","Final figure, complete","2007","285911","34"
"Japan","2001","Urban","Data tabulated by year of registration","Final figure, complete","2007","235968","34"
"Japan","2001","Rural","Data tabulated by year of registration","Final figure, complete","2007","49943","34"
"Japan","2000","Total","Data tabulated by year of registration","Final figure, complete","2007","264246","34"
"Japan","2000","Urban","Data tabulated by year of registration","Final figure, complete","2007","218935","34"
"Japan","2000","Rural","Data tabulated by year of registration","Final figure, complete","2007","45311","34"
"Japan","1999","Total","Data tabulated by year of registration","Final figure, complete","2007","250529","34"
"Japan","1999","Urban","Data tabulated by year of registration","Final figure, complete","2007","208522","34"
"Japan","1999","Rural","Data tabulated by year of registration","Final figure, complete","2007","42007","34"
"Japan","1998","Total","Data tabulated by year of registration","Final figure, complete","2007","243183","34"
"Japan","1998","Urban","Data tabulated by year of registration","Final figure, complete","2007","202537","34"
"Japan","1998","Rural","Data tabulated by year of registration","Final figure, complete","2007","40646","34"
"Japan","1997","Total","Data tabulated by year of registration","Final figure, complete","2007","222635","34"
"Japan","1997","Urban","Data tabulated by year of registration","Final figure, complete","2007","185470","34"
"Japan","1997","Rural","Data tabulated by year of registration","Final figure, complete","2007","37165","34"
"Japan","1996","Total","Data tabulated by year of registration","Final figure, complete","2007","206955","34"
"Japan","1996","Urban","Data tabulated by year of registration","Final figure, complete","2007","172980","34"
"Japan","1996","Rural","Data tabulated by year of registration","Final figure, complete","2007","33975","34"
"Japan","1995","Total","Data tabulated by year of registration","Final figure, complete","2006","199016","34"
"Japan","1995","Urban","Data tabulated by year of registration","Final figure, complete","2006","166107","34"
"Japan","1995","Rural","Data tabulated by year of registration","Final figure, complete","2006","32909","34"
"Japan","1994","Total","Data tabulated by year of registration","Final figure, complete","1995","195106","34"
"Japan","1994","Urban","Data tabulated by year of registration","Final figure, complete","1995","163298","34"
"Japan","1994","Rural","Data tabulated by year of registration","Final figure, complete","1995","31808","34"
"Japan","1993","Total","Data tabulated by year of registration","Final figure, complete","1994","188297","34"
"Japan","1993","Urban","Data tabulated by year of registration","Final figure, complete","1994","158132","34"
"Japan","1993","Rural","Data tabulated by year of registration","Final figure, complete","1994","30165","34"
"Japan","1992","Total","Data tabulated by year of registration","Final figure, complete","1993","179191","34"
"Japan","1992","Urban","Data tabulated by year of registration","Final figure, complete","1993","150696","34"
"Japan","1992","Rural","Data tabulated by year of registration","Final figure, complete","1993","28495","34"
"Japan","1991","Total","Data tabulated by year of registration","Final figure, complete","1992","168969","34"
"Japan","1991","Urban","Data tabulated by year of registration","Final figure, complete","1992","141638","34"
"Japan","1991","Rural","Data tabulated by year of registration","Final figure, complete","1992","27331","34"
"Japan","1990","Total","Data tabulated by year of registration","Final figure, complete","1991","157608","34"
"Japan","1990","Urban","Data tabulated by year of registration","Final figure, complete","1991","131783","34"
"Japan","1990","Rural","Data tabulated by year of registration","Final figure, complete","1991","25825","34"
"Japan","1989","Total","Data tabulated by year of registration","Final figure, complete","1989","157811","34,35"
"Japan","1988","Total","Data tabulated by year of registration","Final figure, complete","1989","153600","34,35"
"Japan","1987","Total","Data tabulated by year of registration","Final figure, complete","1988","158227","34,35"
"Japan","1986","Total","Data tabulated by year of registration","Final figure, complete","1986","166054","34,35"
"Japan","1985","Total","Data tabulated by year of registration","Final figure, complete","1986","166640","34,35"
"Japan","1985","Urban","Data tabulated by year of registration","Final figure, complete","1986","138758","34,35"
"Japan","1985","Rural","Data tabulated by year of registration","Final figure, complete","1986","27882","34,35"
"Japan","1984","Total","Data tabulated by year of registration","Final figure, complete","1985","178746","34,35"
"Japan","1984","Urban","Data tabulated by year of registration","Final figure, complete","1985","149242","34,35"
"Japan","1984","Rural","Data tabulated by year of registration","Final figure, complete","1985","29504","34,35"
"Japan","1983","Total","Data tabulated by year of registration","Final figure, complete","1984","179150","34,35"
"Japan","1983","Urban","Data tabulated by year of registration","Final figure, complete","1984","149753","34,35"
"Japan","1983","Rural","Data tabulated by year of registration","Final figure, complete","1984","29397","34,35"
"Japan","1982","Total","Data tabulated by year of registration","Final figure, complete","1983","163980","34,35"
"Japan","1982","Urban","Data tabulated by year of registration","Final figure, complete","1983","137187","34,35"
"Japan","1982","Rural","Data tabulated by year of registration","Final figure, complete","1983","26793","34,35"
"Japan","1981","Total","Data tabulated by year of registration","Final figure, complete","1982","154221","34,35"
"Japan","1981","Urban","Data tabulated by year of registration","Final figure, complete","1982","129053","34,35"
"Japan","1981","Rural","Data tabulated by year of registration","Final figure, complete","1982","25168","34,35"
"Japan","1980","Total","Data tabulated by year of registration","Final figure, complete","1981","141689","34,35"
"Japan","1980","Urban","Data tabulated by year of registration","Final figure, complete","1981","118245","34,35"
"Japan","1980","Rural","Data tabulated by year of registration","Final figure, complete","1981","23444","34,35"
"Japan","1979","Total","Data tabulated by year of registration","Final figure, complete","1981","135250","34,35"
"Japan","1979","Urban","Data tabulated by year of registration","Final figure, complete","1981","112761","34,35"
"Japan","1979","Rural","Data tabulated by year of registration","Final figure, complete","1981","22489","34,35"
"Japan","1978","Total","Data tabulated by year of registration","Final figure, complete","1979","132146","34,35"
"Japan","1978","Urban","Data tabulated by year of registration","Final figure, complete","1979","110551","34,35"
"Japan","1978","Rural","Data tabulated by year of registration","Final figure, complete","1979","21595","34,35"
"Japan","1977","Total","Data tabulated by year of registration","Final figure, complete","1979","129485","34,35"
"Japan","1977","Urban","Data tabulated by year of registration","Final figure, complete","1979","107779","34,35"
"Japan","1977","Rural","Data tabulated by year of registration","Final figure, complete","1979","21706","34,35"
"Japan","1976","Total","Data tabulated by year of registration","Final figure, complete","1978","124512","34,35"
"Japan","1975","Total","Data tabulated by year of registration","Final figure, complete","1976","119135","34,35"
"Japan","1974","Total","Data tabulated by year of registration","Final figure, complete","1975","113622","34,35"
"Japan","1973","Total","Data tabulated by year of registration","Final figure, complete","1974","111877","34,35"
"Japan","1973","Urban","Data tabulated by year of registration","Final figure, complete","1974","92637","34,35"
"Japan","1973","Rural","Data tabulated by year of registration","Final figure, complete","1974","19240","34,35"
"Japan","1972","Total","Data tabulated by year of registration","Final figure, complete","1976","109529","34,35"
"Japan","1971","Total","Data tabulated by year of registration","Final figure, complete","1976","104713","34,35"
"Japan","1970","Total","Data tabulated by year of registration","Final figure, complete","1976","96961","34,35"
"Japan","1969","Total","Data tabulated by year of registration","Final figure, complete","1976","92244","34,35"
"Japan","1968","Total","Data tabulated by year of registration","Final figure, complete","1976","88192","34,35"
"Japan","1967","Total","Data tabulated by year of registration","Final figure, complete","1976","84252","34,35"
"Japan","1966","Total","Data tabulated by year of registration","Final figure, complete","1976","80229","34,35"
"Japan","1965","Total","Data tabulated by year of registration","Final figure, complete","1976","77956","34,35"
"Japan","1964","Total","Data tabulated by year of registration","Final figure, complete","1976","72981","34,35"
"Japan","1963","Total","Data tabulated by year of registration","Final figure, complete","1976","70555","34,35"
"Japan","1962","Total","Data tabulated by year of registration","Final figure, complete","1976","71941","34,35"
"Japan","1961","Total","Data tabulated by year of registration","Final figure, complete","1976","69856","34,35"
"Japan","1960","Total","Data tabulated by year of registration","Final figure, complete","1976","69908","34,35"
"Japan","1959","Total","Data tabulated by year of registration","Final figure, complete","1963","72966","34,35"
"Japan","1958","Total","Data tabulated by year of registration","Final figure, complete","1963","74553","34,35"
"Japan","1957","Total","Data tabulated by year of registration","Final figure, complete","1963","72076","34,35"
"Japan","1956","Total","Data tabulated by year of registration","Final figure, complete","1963","72388","34,35"
"Japan","1955","Total","Data tabulated by year of registration","Final figure, complete","1963","75706","34,35"
"Japan","1954","Total","Data tabulated by year of registration","Final figure, complete","1963","77272","34,35"
"Japan","1953","Total","Data tabulated by year of registration","Final figure, complete","1960","75906","35"
"Japan","1952","Total","Data tabulated by year of registration","Final figure, complete","1960","79746","35"
"Japan","1951","Total","Data tabulated by year of registration","Final figure, complete","1960","83138","35"
"Jersey","2001","Total","Data tabulated by year of registration","Final figure, complete","2006","276",""
"Jersey","2000","Total","Data tabulated by year of registration","Final figure, complete","2006","268",""
"Jersey","1999","Total","Data tabulated by year of registration","Final figure, complete","2006","276",""
"Jersey","1998","Total","Data tabulated by year of registration","Final figure, complete","2006","341",""
"Jersey","1997","Total","Data tabulated by year of registration","Final figure, complete","2006","326",""
"Jersey","1979","Total","Data tabulated by year of registration","Final figure, complete","1980","201",""
"Jersey","1978","Total","Data tabulated by year of registration","Final figure, complete","1980","164",""
"Jersey","1977","Total","Data tabulated by year of registration","Final figure, complete","1978","161",""
