"Country or Area Code","Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"210","Antigua and Barbuda","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.4",""
"210","Antigua and Barbuda","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.4",""
"210","Antigua and Barbuda","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.4",""
"210","Antigua and Barbuda","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.4",""
"210","Antigua and Barbuda","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.4",""
"210","Antigua and Barbuda","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.4",""
"209","Argentina","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","104.5",""
"209","Argentina","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.2","7"
"209","Argentina","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.2","7"
"209","Argentina","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.2","7"
"209","Argentina","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","105.3",""
"209","Argentina","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.1","7"
"209","Argentina","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.1","7"
"209","Argentina","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","104.3",""
"209","Argentina","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.1","7"
"209","Argentina","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.0","7"
"209","Argentina","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.9","7"
"209","Argentina","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.9","7"
"209","Argentina","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.8","7"
"209","Argentina","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.9",""
"209","Argentina","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.8","7"
"209","Argentina","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.8","7"
"209","Argentina","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.7","7"
"209","Argentina","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","104.6",""
"209","Argentina","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.7","7"
"209","Argentina","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.7","7"
"209","Argentina","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.7",""
"209","Argentina","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.6","7"
"209","Argentina","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.5","7"
"209","Argentina","Total","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.4","7"
"209","Argentina","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.3","7"
"209","Argentina","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.2","7"
"209","Argentina","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.2",""
"86","Armenia","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","114.5",""
"86","Armenia","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.5","3"
"86","Armenia","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.8","3"
"86","Armenia","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.1","3"
"86","Armenia","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","113.4","8"
"86","Armenia","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.3","3"
"86","Armenia","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","112.6",""
"86","Armenia","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","110.7",""
"86","Armenia","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.2","3"
"86","Armenia","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","106.2",""
"86","Armenia","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","102.2",""
"86","Armenia","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.9",""
"86","Armenia","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.8",""
"86","Armenia","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","104.5",""
"206","Aruba","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","108.6",""
"206","Aruba","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","109.3","3"
"206","Aruba","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","109.1","3"
"206","Aruba","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","109.0","3"
"206","Aruba","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.6","3"
"206","Aruba","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","108.4","3"
"206","Aruba","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.8","3"
"206","Aruba","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","107.7",""
"206","Aruba","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.8","3"
"206","Aruba","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","105.6","3"
"206","Aruba","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.6","3"
"206","Aruba","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.0","3"
"206","Aruba","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.3","3"
"206","Aruba","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.1",""
"206","Aruba","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.7","3"
"206","Aruba","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.8","3"
"206","Aruba","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.2","3"
"206","Aruba","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","103.2","3"
"206","Aruba","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","104.0",""
"206","Aruba","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.7","3"
"206","Aruba","Total","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.6","3"
"206","Aruba","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.7","3"
"206","Aruba","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.9","3"
"206","Aruba","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","104.9",""
"262","Australia","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.1","9"
"262","Australia","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.3","10"
"262","Australia","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.4","10"
"262","Australia","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.4","10"
"262","Australia","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","102.5","11"
"262","Australia","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.6","10"
"262","Australia","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.5","10"
"262","Australia","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.5","9"
"262","Australia","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.4","10"
"262","Australia","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.3","10"
"262","Australia","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.2","10"
"262","Australia","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.0","10"
"262","Australia","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","100.9","10"
"262","Australia","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","100.9","9"
"262","Australia","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","100.9","10"
"262","Australia","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","100.8","10"
"262","Australia","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","100.7","10"
"262","Australia","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","101.5",""
"262","Australia","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","100.6","10"
"262","Australia","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","100.5","10"
"262","Australia","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","100.3","9"
"262","Australia","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","100.5","10"
"262","Australia","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","100.4","10"
"262","Australia","Total","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","100.3","10"
"262","Australia","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","100.8",""
"262","Australia","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","100.2","10"
"262","Australia","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","100.3","10"
"262","Australia","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","100.5","9"
"151","Austria","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","104.2",""
"151","Austria","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.0","3"
"151","Austria","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.1","3"
"151","Austria","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.3","3"
"151","Austria","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","106.5","3"
"151","Austria","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.5","3"
"151","Austria","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.8","3"
"151","Austria","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","105.1",""
"151","Austria","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.9","3"
"151","Austria","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.1","3"
"151","Austria","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.2","3"
"151","Austria","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.2","3"
"151","Austria","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.3","3"
"151","Austria","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","106.2",""
"151","Austria","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.4","3"
"151","Austria","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.7","3"
"151","Austria","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.0","3"
"151","Austria","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","107.7","3"
"151","Austria","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.4","3"
"151","Austria","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.9","3"
"151","Austria","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","108.3",""
"151","Austria","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","109.4","3"
"151","Austria","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","109.8","3"
"151","Austria","Total","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","110.1","3"
"151","Austria","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","110.4","3"
"151","Austria","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","110.7","3"
"151","Austria","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","110.6",""
"88","Azerbaijan","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","105.7",""
"88","Azerbaijan","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.5",""
"88","Azerbaijan","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.8",""
"88","Azerbaijan","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.0",""
"88","Azerbaijan","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.2",""
"88","Azerbaijan","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.5",""
"88","Azerbaijan","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","104.9",""
"88","Azerbaijan","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","104.8","3"
"88","Azerbaijan","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.7",""
"88","Azerbaijan","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.8",""
"88","Azerbaijan","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.8",""
"88","Azerbaijan","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.0",""
"88","Azerbaijan","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.4",""
"88","Azerbaijan","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","104.2",""
"88","Azerbaijan","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.7",""
"88","Azerbaijan","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","104.4",""
"88","Azerbaijan","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","105.1","3"
"88","Azerbaijan","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","105.4",""
"211","Bahamas","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","104.3",""
"211","Bahamas","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","105.7",""
"211","Bahamas","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","105.5",""
"211","Bahamas","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.7",""
"211","Bahamas","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.8",""
"211","Bahamas","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.1",""
"211","Bahamas","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.5",""
"211","Bahamas","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.8",""
"211","Bahamas","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.8",""
"211","Bahamas","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.2",""
"211","Bahamas","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.9",""
"211","Bahamas","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.5",""
"211","Bahamas","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","104.1",""
"211","Bahamas","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.2",""
"211","Bahamas","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.7",""
"211","Bahamas","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.6",""
"90","Bahrain","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","74.4",""
"90","Bahrain","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","73.9","7"
"90","Bahrain","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","74.0","7"
"90","Bahrain","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","74.0","7"
"90","Bahrain","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","74.1",""
"90","Bahrain","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","74.3","7"
"90","Bahrain","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","74.1","7"
"90","Bahrain","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","73.7",""
"90","Bahrain","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","73.9","7"
"90","Bahrain","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","73.8","7"
"90","Bahrain","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","73.6","7"
"90","Bahrain","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","73.4","7"
"90","Bahrain","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","73.3","7"
"90","Bahrain","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","71.6",""
"90","Bahrain","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","73.1","7"
